age,bmi,sleep_hours,heart_rate,activity_level,caffeine_mg,work_hours,meditation_min,screen_time_hours,social_support,stress_score,stress_level
62,24.6,5.8,75,74,139.9,6,6.9,8.8,5,40.8,Medium
59,23,7.5,73.4,44,0,8.7,1,4.7,5,34.2,Medium
42,23.9,9.7,56.1,86,60,9.7,0.1,3.5,0,20,Low
35,31.3,8.2,85.4,73,49.8,6.1,2.7,4.8,1,40.1,Medium
57,21.5,8,79.7,66,84.8,6.1,5.5,6.8,1,39.8,Medium
25,22.1,4.6,67.6,68,121.9,8.4,3.5,6.7,3,50.3,Medium
56,21.9,7.2,73,2,125,8.5,11.1,7.3,1,56.5,Medium
57,25.5,6.9,68.1,37,87.7,10.7,2.8,4.1,1,57.2,Medium
31,18.9,7.4,74.5,76,49.7,6.5,1.9,4.4,4,30.1,Low
49,19.6,6.5,59.2,41,180.2,7.2,12.4,7.1,4,36.1,Medium
55,24,9.5,82.9,82,159.3,13.7,2.6,10,3,54.8,Medium
50,19.8,7.1,74.4,39,161.7,4.4,1.6,3.8,2,50.9,Medium
40,20.2,7.2,74.9,49,292.3,4,0.5,5.9,3,53.9,Medium
32,19.9,4.1,66.4,34,163,5.2,7.9,5.3,3,59,Medium
50,21.6,6.8,54.2,23,120.7,10.2,8.7,6.3,0,51.4,Medium
42,27.9,8.7,80.3,87,141.5,7.1,0.2,3.6,5,27.8,Low
34,28.8,7.8,58.1,16,157.9,7.1,2.2,6.2,1,43,Medium
50,32.7,3.8,82.8,39,199.3,6.1,6.9,8.4,0,79.7,High
64,32.5,6.3,66,73,146.4,9.8,14.6,2.8,5,37.2,Medium
19,28.1,9.6,55.7,65,0,5.3,2.4,8,1,11.3,Low
31,29.1,6.8,72.1,43,115.1,6.8,10.3,3.6,3,42,Medium
57,25.5,7.5,82.1,22,150.1,6.1,2.5,6.5,1,58.9,Medium
57,27.1,9.4,61.4,5,254.3,2.7,1,7,2,42.3,Medium
56,32.8,6.8,89.9,65,87.1,7,0,6.8,2,53.6,Medium
23,26.5,8.2,77.3,20,19.2,7.9,2,5.3,3,40.6,Medium
23,29.6,7.6,73.9,34,155.2,6.4,2.4,7.3,4,43.7,Medium
20,21.3,7.9,63.8,28,219.3,7.5,14.5,3.5,2,40.2,Medium
24,22.3,7.6,65,6,118.5,7.5,1.2,7.8,3,44.7,Medium
25,26.2,6.2,74.9,92,340.6,7.7,2.4,5.1,0,58.6,Medium
59,25.6,6.3,78.8,52,321.8,5.9,0.1,6.6,4,60.5,Medium
32,22.5,5.7,62.8,36,144.2,5.8,7.2,5.3,2,48.6,Medium
64,34.6,4.5,66.7,22,164.9,8.1,12.3,9.1,3,58.5,Medium
46,25.7,8.9,68.2,96,259.5,5,1.4,6.9,3,27.2,Low
50,23.2,7,83,7,142.8,7.6,2.8,7.3,0,67.4,High
47,25.6,8.8,58.1,75,85.7,11.3,0.7,7.6,0,36.8,Medium
56,25.1,9.3,81.5,47,221.1,7.9,3.1,5.5,4,39.8,Medium
44,25.8,7.1,70.8,9,187.2,4.3,0.7,6.6,5,50.3,Medium
53,18.6,5,50.3,78,85.4,8.4,3.7,6.3,2,34.3,Medium
46,30.2,6.7,68,23,172.3,9.6,6.6,7.3,3,55.7,Medium
55,30.4,6,78.8,89,137.2,6.4,4,5.1,4,42.1,Medium
50,30.9,4,91,46,119.2,7.4,1.4,4.6,4,71.1,High
54,26.3,6.2,57.4,52,87.1,6.2,2.2,8.4,0,41.7,Medium
44,27.6,6.9,43.1,38,159.7,7.1,5.1,7.6,3,27.5,Low
50,21.5,6,55.2,66,128.7,6.7,4.5,4.3,1,37.4,Medium
21,28.3,5.8,83,65,172.8,8.9,0.7,9.8,5,56.2,Medium
39,26,5.1,52.6,5,215.6,11.3,9.3,4.9,5,62.4,Medium
19,23.2,7.3,84.1,20,168.5,8.1,3.2,6.2,0,65.3,Medium
27,28.5,9.8,83.9,72,169.9,4.9,0.9,8.3,3,33.2,Medium
22,28.6,8.9,73.7,73,106.7,13.1,0.7,8.3,4,46.9,Medium
27,25.2,8,63.8,35,243.9,9.2,16.8,4.6,5,36.9,Medium
50,26.8,8,71.5,2,82.1,9.6,1.7,7,4,50,Medium
55,20.9,6.8,74.1,87,21,7.9,12,5.4,2,29.8,Low
30,30,4.3,77.1,85,64.3,8.5,2.6,6.8,1,56.6,Medium
48,21.4,6.4,85.6,77,232.7,7.3,2.4,5.7,0,62,Medium
64,22.2,5.5,66,41,186.7,9.8,6,5.2,5,54.4,Medium
53,25.2,7.2,57.1,44,255,7,0,4.1,2,43.4,Medium
62,29.5,8.8,57.5,43,44.2,9,2.1,8.4,2,26.5,Low
41,29.5,10,55.5,90,335.6,9.9,1.8,4.5,1,30.4,Low
32,25,7.1,72,32,127.3,10.5,10.1,8.9,0,60.8,Medium
46,28.1,4.5,69.2,59,9.2,10.1,3.8,5.4,0,61.5,Medium
25,18.2,7.1,66.9,85,325.7,6,2.3,7,4,40,Medium
22,22.1,7.1,63.2,92,45.2,11.1,1.5,9.1,0,42.5,Medium
46,22.2,8,57.5,82,118.2,9.3,4.5,5.1,2,26.8,Low
64,30,7,78.6,82,133.5,8.6,0.8,6.9,4,41.4,Medium
21,27.6,7.1,46.7,69,185.5,8.8,1.4,7,0,34.8,Medium
29,25.7,6.1,62.3,82,86.7,7.7,1.7,4.7,1,36.7,Medium
62,26.1,6.5,78.4,76,233.1,7.1,4.7,6.4,2,51.5,Medium
19,31.3,7.8,64.1,25,210.3,7.3,2.3,7.5,3,43.4,Medium
44,24.3,4,73.6,85,151.5,10.6,3.5,9.4,1,69.3,High
48,19.7,6.5,59.3,20,255.9,8.2,5.3,5.2,1,55.4,Medium
53,29.3,8,67.6,99,144.6,8.6,15.6,6.7,0,28.6,Low
53,25.7,9.5,76.1,1,127.9,8.1,7.2,5.7,4,39.1,Medium
43,28.8,6.4,59.1,46,309.8,6.7,2.6,6.4,4,46.4,Medium
60,24.8,8.8,77.4,29,173.7,3.7,6.9,4.8,2,44.3,Medium
44,21.6,9.5,68.8,26,71.1,9.5,14.9,5.7,0,37.3,Medium
22,26.6,6.4,83.4,70,82,9.3,3.5,9,4,49.7,Medium
37,25,6.2,72.1,19,151.5,8,2.6,6.3,5,51.2,Medium
28,25.7,6.7,59.7,49,0,5.8,0.4,6.2,3,30.1,Low
27,31.5,6.9,90.5,94,99.4,11.6,11.1,4.3,5,51.9,Medium
57,20.6,8.6,57.9,22,142,7.3,1.4,8.2,0,38.7,Medium
55,26.1,5.8,68.3,12,136.6,8.5,0.3,7.7,0,65.8,Medium
23,21.7,9.3,77.9,80,49.4,6.6,3.9,6.3,4,20.1,Low
25,14.6,5.8,46,3,114.1,5.3,9.4,9.8,1,43.8,Medium
40,24.8,5.1,84.3,13,244.4,9.2,2.6,4.9,0,88.4,High
64,25.1,7.8,58.5,19,227.9,5,7.6,3.9,1,44.5,Medium
43,27.5,8.8,66.7,12,157.6,8.5,9.1,5.8,2,41.3,Medium
63,24.1,7.3,72.4,2,144.5,8.5,3,4.3,2,57.4,Medium
60,19,7.7,66.6,89,137.1,5.8,4.5,6.5,4,24.1,Low
29,21.7,9.9,76.2,89,168.9,5.4,3.8,6.1,2,24.8,Low
43,30.3,8.9,56.6,81,158.2,6.5,14,8.3,5,7.8,Low
30,21.7,7,75.6,95,175.9,6.7,6.5,5.1,5,31.9,Low
57,31.3,6.4,81.2,77,190.1,4.9,13,6.7,5,41.5,Medium
35,29.2,8.6,82.4,46,53.1,5.7,1.2,6.4,4,35.9,Medium
42,23.7,8.2,53.5,2,125.2,8.2,1.9,7.7,4,33.2,Medium
50,22.1,7.6,53.9,0,165.8,12,0.4,3.7,5,53.8,Medium
64,29.2,6.5,68.7,89,72.7,10,3.5,4.2,1,44.2,Medium
57,24,6.9,55.9,23,96.1,8.3,10.4,4.8,5,30.7,Low
60,18.8,6.8,48.9,34,132.6,10.3,2,3.8,1,46.7,Medium
29,27.2,6.5,67.2,13,136.5,10.3,0.7,7.2,2,63.9,Medium
61,26.7,6.1,73.2,66,167.3,7.4,0.4,7.2,1,52.7,Medium
53,29.6,7.4,100.3,12,82.2,8.5,3,8.2,0,74.3,High
21,26.4,6,76.2,46,227.4,10,0.9,5.7,3,66.8,High
22,22.8,7.3,86.4,49,135.8,10.2,2.1,5.1,0,67.7,High
54,30.1,3.9,72.1,77,161.6,10.2,8.6,4.1,0,69.9,High
25,30.5,6.1,78.3,84,120.4,5.9,2.4,8.6,4,41.9,Medium
59,25.9,8.6,69,25,168.9,10.4,4.7,5.6,3,49.1,Medium
45,25.2,5.6,96.9,2,283.7,11.7,3.5,4.5,4,100,High
48,19.7,7.9,60.5,50,119.7,11,6.3,7.5,1,45.4,Medium
26,22.6,5.8,63.3,39,106.4,5.8,0.8,5.3,5,41.2,Medium
46,28,8.2,79.5,67,83.6,5.3,12.7,3.9,1,35.6,Medium
31,22.8,6.6,71,35,145.2,8.9,5.2,4.3,3,51.6,Medium
57,19.2,6.5,62.9,50,144.3,10.9,1.6,6.2,2,55.3,Medium
58,39,7.1,86.6,0,154.1,8.5,0.7,3.9,1,72.1,High
39,19.1,5,66.6,32,187.5,7.5,0.8,5.8,0,65.3,Medium
28,34,8.5,74,6,177.4,7.8,7.6,4.3,3,46.6,Medium
40,23.8,9,71.7,51,148.2,10,4.4,4.1,3,40.1,Medium
18,24.7,6.5,52.5,10,306.3,7.4,2.4,5,1,56.1,Medium
63,22.3,7.8,52.7,26,205.3,9,2,6.3,1,44,Medium
54,28.1,8.2,82.4,13,62.9,7.7,9.7,6.6,4,42.9,Medium
38,19.2,6.9,60.3,85,26.4,6.2,10.4,7.8,4,16.8,Low
43,17.6,5.3,65,79,94.3,6.1,4.4,4.4,0,45.4,Medium
63,31.4,9.4,89.3,45,162.2,9.1,3.7,8.8,3,48.3,Medium
53,21.8,6.4,67.5,75,87.6,2.6,8.5,11.4,2,35.4,Medium
40,28,6.1,69.4,9,99.8,9,6.9,5.2,2,58.6,Medium
18,20.7,9.5,76.8,23,152.1,7.7,2.6,2.5,3,39.5,Medium
57,27.8,7.9,65.4,60,122.6,9.9,0.4,2.5,0,46.4,Medium
32,31.7,7.4,85.4,17,0,9.2,7.3,5,4,50.9,Medium
38,22.9,5.5,77.7,85,236.2,8.1,0.9,4.6,4,52.2,Medium
64,17.3,8.2,84.5,8,217.6,5.9,0.1,6,4,57.7,Medium
26,31.8,10,66.5,16,47.2,6,9.3,7,2,25.2,Low
26,28.7,8.3,85.5,57,154.6,6.7,4.3,3.4,2,46.2,Medium
27,23.1,7.7,74.6,12,60.7,9.7,11.1,5.7,0,56.2,Medium
43,24.1,8.1,56.3,49,101.3,11.5,3.3,5,2,41.6,Medium
58,20.6,6.5,41.8,100,188.9,8.7,13.1,10.1,1,21.1,Low
52,30.7,6.5,64.9,5,214.8,6.8,2.2,3.2,2,58.3,Medium
42,22.9,6.5,71.9,84,212.9,7,6.4,4.5,4,39.1,Medium
43,19.3,6.1,71.5,50,169.6,7.1,1.8,6.1,0,57,Medium
28,25.9,6.5,69.9,35,252,10.1,0,4.5,3,64.4,Medium
55,21.6,6.5,67.8,70,101.2,7.1,2.4,8.3,3,36.9,Medium
19,20.9,6.6,66.7,99,118.9,7.9,6.7,4,0,35.2,Medium
24,23.3,6.6,79.5,24,0,10.7,0.8,4.2,1,65.4,Medium
35,25.3,7.4,55.8,10,142.6,6.9,3.5,8.4,3,39.2,Medium
44,19.5,7.1,69.9,43,196.4,9.1,1.2,3.6,4,49.2,Medium
51,30.5,7.3,64.5,13,172.8,9.8,0.4,7.7,3,55.4,Medium
44,27.7,9.3,62.3,28,100.1,8.1,4.8,5.1,3,26.4,Low
34,23.5,7.1,81,73,217.6,11.9,15.2,4.8,4,57.7,Medium
60,21.4,10,58.4,49,144.1,11.3,1.9,5,2,34.4,Medium
61,24.6,7.5,68.4,4,211.3,8.5,4.3,3.8,1,58.6,Medium
41,28.6,6.3,91.4,71,188.9,6.4,15.4,7.8,4,51.5,Medium
42,28,9,79.9,68,264,6.5,5.3,6.3,4,37.3,Medium
24,29.2,6.9,67.6,87,177.1,8.4,5.6,7.8,5,31,Low
23,23.1,3.4,65.3,56,198.8,5.8,1,8.4,0,68.5,High
41,13.3,7,51.9,25,143.9,8.5,3.4,7.1,1,42.1,Medium
50,30,6.6,85.5,5,109.8,11.4,2.3,3.1,2,80,High
46,24.3,9.4,79.8,15,189.3,8.1,3.2,4.1,5,41.7,Medium
60,27.7,5.7,78.2,59,270.2,8,8.1,7.7,4,56,Medium
39,31.7,6.5,81.3,99,100.7,9.7,3.1,6.1,5,41.9,Medium
43,34.7,8.9,67.1,11,130.1,9,0.3,7.3,2,45.1,Medium
45,22.4,7.6,53.2,74,152.1,5.7,11.8,5.8,5,14.9,Low
38,25.5,6.7,75.9,2,204.8,7.1,3.9,5.1,5,57.3,Medium
24,30.5,5.9,81.6,62,177.6,11.8,12.9,7.3,5,63.3,Medium
34,21.6,7.5,84.4,63,223,8.7,4.2,2.5,4,50.9,Medium
37,22.7,7,66.8,61,307.9,6,0.4,5.4,4,45.6,Medium
58,22.6,5.8,65.3,100,98.9,7.6,4,6.1,0,38.5,Medium
37,24.9,5.9,67.6,5,198.8,4.4,4.3,6.4,3,59.5,Medium
39,24.1,5.8,76.3,18,175.7,4.3,1.2,3.4,1,67.4,High
45,22.6,5.5,66,17,151.5,10,3.2,3.5,0,70.9,High
57,21.1,8.4,67.5,79,198.5,8,3.1,5.2,2,31.5,Low
24,28.2,8.2,79.9,86,128.7,9,4.9,5.9,5,32.3,Low
18,30.4,8.4,66.4,42,175.8,10.3,1.5,9.1,4,43.6,Medium
49,30.9,7,86.9,100,45.6,8.7,4.4,4.2,5,34.9,Medium
30,23.1,6.6,75.4,72,106.9,9.5,1.4,5,4,45.8,Medium
47,28.4,6.7,53.1,2,233.8,8.5,3,9.2,1,55,Medium
40,25.9,8.5,65.3,71,230.7,10.6,0.7,8.1,0,49.4,Medium
36,22.7,4.3,48.6,37,170.8,11.5,0.2,3.8,0,70,High
49,27.9,6.2,69.5,67,113.8,8.4,1.9,7.4,2,45.3,Medium
47,22.5,5.7,63.8,75,216,8.3,1.6,7.7,0,52.4,Medium
46,23.5,9,77.6,43,248.9,8.6,2.6,6.4,0,53,Medium
62,19.5,6.3,58.4,94,117,7.8,16.3,3.7,3,22,Low
46,23.1,4.5,72.9,88,33.6,7.2,3.7,4.8,1,47.8,Medium
47,26,7.3,76.2,79,185.9,10.1,4,4.7,5,44.6,Medium
33,31.3,6.4,75.7,62,223.1,7.2,14.2,7.1,0,53.8,Medium
57,23.6,6.2,80.7,41,197,7.1,12.7,5.1,2,57.6,Medium
36,20.8,6,88.6,63,275.2,9.8,10.8,5.5,5,65,Medium
35,31,6,74.1,53,275.5,10,0.5,4.8,4,64.5,Medium
18,23,8.1,73.1,77,125.6,12.7,5,2.9,0,56.9,Medium
31,18,7.3,57.7,76,165.9,10.4,8.3,11.2,0,42.6,Medium
64,25.5,6.7,60.1,70,110.3,9.7,9,6.8,5,31.3,Low
19,23.7,5.4,79.7,75,68.2,9.9,4.3,8.9,4,53.2,Medium
45,34.2,6.7,83.6,36,72.9,7.7,0.1,3.8,3,53.4,Medium
47,26.9,7.4,60.7,3,207.4,9.1,18.2,9,1,51.3,Medium
55,24.4,7.4,56.6,1,174.2,9.2,3.2,5.2,3,48.7,Medium
21,21.3,7.2,61.7,98,221.2,6.9,2.5,7.1,2,31.6,Low
18,26.3,5.6,69.2,43,352.5,7.9,2.5,8,5,58.6,Medium
25,30.8,3.4,68.8,66,190,9.9,2.8,9,0,75.5,High
46,26.2,9.7,72.2,67,87,8,1.4,5.9,3,22.2,Low
56,21.6,5,77.5,75,232.8,9.2,2,4,1,67.8,High
20,27.2,4.1,75.7,82,85.5,9.8,21.1,6,2,55,Medium
49,24.8,7.2,75.3,73,289.9,9.7,2.3,7.2,3,55.2,Medium
27,26.8,4.4,46.4,61,0,11.5,3.7,4.9,0,51.6,Medium
27,23.6,5.8,53.2,0,106.3,6.8,9.4,5.2,1,48.9,Medium
36,23.5,7.8,61.3,16,199.8,11.3,3.7,2.9,0,63.1,Medium
63,23.3,9.7,62.8,15,244.2,8.9,2,4,0,46.7,Medium
51,28.8,7.6,80.3,8,95.8,9.7,3.7,6.9,2,61.7,Medium
50,23.5,6.3,60.5,52,81.3,9.4,0.6,7.8,1,47.1,Medium
40,23.2,6.9,75.8,72,161.9,9.3,0.7,8.2,4,46.9,Medium
45,21.2,4.3,60.2,58,302.7,6.7,5.9,10.6,0,63.6,Medium
49,26.8,6.3,58.9,8,26.9,9.6,12.5,9,1,49.3,Medium
24,26.2,6.3,59.1,11,124.9,5.1,6.5,5.7,0,52,Medium
46,23.2,7.2,91.7,40,170.8,12.2,0.4,4.1,3,78.2,High
25,22.2,9.9,60.5,14,86.3,8.8,2.6,5.5,3,28,Low
18,32.5,4.1,80.7,65,86,10.3,0,4.9,1,74.4,High
20,17.5,6.4,50.7,74,131.3,9.4,3.6,6.3,2,34.5,Medium
41,27,4.2,85.2,10,173.4,8.1,1.1,7.8,4,77.7,High
40,30.2,6.2,76.1,7,134.4,6.9,10.1,7,3,57.3,Medium
25,11.5,5.7,66,54,267.2,6.5,0.6,9.2,2,56,Medium
64,28.2,4.8,75.7,95,197.4,9.6,0,6.8,4,57,Medium
54,24.1,8.4,74.8,5,180.7,9.5,3,3.4,3,56.1,Medium
20,26,7.4,78.6,52,232.2,9.1,0.8,4.9,4,53.5,Medium
50,23.7,8.2,63.4,19,182.1,7.8,6.7,6.8,5,34.3,Medium
45,29.3,6.2,65.6,38,114.5,8.8,12.6,6.5,0,51.4,Medium
64,26.5,6.9,71.2,98,128.9,7.2,0.2,8.6,1,37.6,Medium
25,25.5,9.4,77.1,71,59.6,6.6,2.5,6,3,24.3,Low
51,21.4,7,67.5,33,310.4,7.4,28.7,5.6,3,44.1,Medium
52,32.5,8.2,81.5,56,224.5,7.5,6.6,2.9,0,51.8,Medium
49,25,6.1,76.2,18,0,10.9,15.3,4.4,3,58.2,Medium
41,34.2,8.1,72.4,70,256.7,5.3,0.9,6.6,3,40.3,Medium
31,32.7,6.2,56.4,30,32.7,7.9,1.3,6.4,5,32,Low
49,17.9,4.2,61.4,81,191.7,9.3,0.8,7.2,3,54.2,Medium
63,22.4,7,86.1,39,0,12,1.8,6.9,3,64.8,Medium
60,20.9,6.3,71.4,13,115.7,6.8,6.4,5.8,3,52.6,Medium
33,24.8,4.6,63.5,99,257.3,5.8,0.9,4,2,49.8,Medium
21,25.7,7.3,72.9,80,261.7,9.4,3.7,6,3,48.1,Medium
54,25.9,5.7,77.2,36,174.5,8.3,1.6,5.9,0,67.8,High
38,29.2,10,65.7,43,213,7.6,8.8,8.7,5,21.3,Low
31,31,4.8,85.4,8,36.9,8.9,0,8.7,3,73.3,High
48,28.9,5.2,76.9,57,193.1,9.7,1.3,5,4,63.8,Medium
35,22.8,8.3,57.9,19,218.1,9.5,4.6,4.8,5,39.2,Medium
24,21.9,6.8,77,91,355.6,8.6,0.5,3.3,5,49.8,Medium
27,25,8.3,65.9,49,100.1,10.6,3.1,5.7,4,38.6,Medium
24,26.7,7.6,69.1,19,151.3,8.4,2.9,5.1,0,54.1,Medium
50,24.3,6.1,59.5,35,156.2,8.1,9.6,11.2,2,44.5,Medium
40,19.6,4.9,73.6,26,205.9,9.4,4.9,3.8,0,77.3,High
38,27.7,8.6,69.9,71,220.4,5.5,5.1,6.1,2,34.3,Medium
36,23.4,5.1,75.9,31,234.9,9.2,15.2,4.7,1,71.3,High
36,23.3,7.8,63.6,0,229,7.4,20.2,6,4,40.8,Medium
53,24.8,8.4,63.2,16,31.5,5.3,5.3,5.3,5,25.8,Low
46,24,6.8,62,8,0,8.9,3.7,7.6,5,38.4,Medium
35,23.5,6.5,73.2,83,108.8,7.1,4.7,6.9,5,32.7,Low
19,19.9,5.5,60.6,44,147.2,4.8,2.4,7.6,4,43.9,Medium
18,24.6,7.7,67.8,95,100.9,6.3,21.9,4.5,4,15,Low
64,27.8,3,66.2,65,113.2,11.4,6.1,8.2,2,72.5,High
22,26.1,8.1,75,31,123.1,6.9,1.7,5,5,38.6,Medium
37,28.8,7.2,54.5,44,196.2,8.6,0.3,3.2,0,45.3,Medium
28,22.1,6.7,71,8,67.3,5.8,0.2,5.6,2,53.1,Medium
59,19.9,7.4,84.8,29,143.8,12.2,1.1,6.2,5,68.6,High
19,24,4.9,81.9,83,144.4,8.1,1.3,3.5,4,53.5,Medium
20,22.5,3.4,62.6,37,194.4,6.6,2.7,7.7,4,61.1,Medium
40,23,7.7,73.9,59,243,9.8,1.2,4.4,4,50.5,Medium
29,25.8,9,73.4,0,284.7,12.1,5,4.3,5,64.5,Medium
37,23,4.4,83.7,4,90.3,7.2,1.2,6,4,71.8,High
22,20,5.4,42.4,62,0,6.6,1,7.7,1,27.1,Low
54,22.8,8.1,80,98,130.6,12.6,3.2,3.6,4,48.4,Medium
55,26.4,7.5,68,35,22.9,7.8,11,7.9,5,27.2,Low
47,27.7,10,63.9,64,368.8,7.5,3.2,1.7,2,33,Low
26,27.6,8.6,63.6,77,80.2,3.7,2.7,6.7,4,17.2,Low
51,26.7,8.3,57.9,72,195.1,7.9,4.3,3.7,3,24.3,Low
61,24.3,5.9,63.5,93,224.7,5.3,1.5,4.4,1,44,Medium
52,26.6,7.8,60,23,177.2,6.9,2.2,9.5,5,34.8,Medium
39,24.8,9.2,71.7,3,316.1,4,1.2,4,4,49.7,Medium
61,25.5,6.8,76.1,77,133.8,10.5,4.2,5.9,3,51,Medium
41,21.2,6.8,65.5,88,83.2,5.1,6,3.9,5,22.8,Low
34,25.2,7.2,85.1,67,79.1,4.1,5.6,7.5,2,45.1,Medium
27,26.5,6,65.3,24,210,6.2,1.5,6.8,1,59.3,Medium
47,26.4,7.4,67.6,73,134.8,10.5,7.6,7.1,4,39.3,Medium
63,19.8,7.4,62.7,98,79.1,7.1,1.5,8.3,2,23.5,Low
40,25.4,9.2,76.2,6,185.3,7.4,0.8,5.3,5,42.6,Medium
49,19.2,6.7,74.1,12,206.7,9,2.2,8.1,3,63.3,Medium
34,25.7,8,75.3,67,171.7,7.7,4.6,9,5,32.9,Low
34,22.2,6.8,67.4,42,222,10.5,0.8,6.6,5,54.7,Medium
31,31.8,8,60,56,157,7.5,5.2,3.8,1,33,Low
26,25.5,6.6,67.1,35,102.5,7.6,9.9,3.6,4,38.8,Medium
57,28.2,7.9,86.4,13,214.9,12.5,1.7,6.9,2,82.2,High
19,33.4,8.1,84.3,81,78.8,8.1,3,3.8,1,40,Medium
62,21.7,5.4,71.3,71,59.7,8.5,1.3,3.3,3,45.4,Medium
42,26.7,8.7,67,95,242.5,7.6,2.2,7.8,4,24.2,Low
56,20.3,6.8,67.5,26,122.2,3.1,0.1,5.1,1,51.5,Medium
26,26.4,6.3,66.9,36,283.3,9.7,15.4,10.8,3,57.6,Medium
39,32.1,5.9,85.5,86,218.5,11.3,2.7,4.7,3,69,High
60,22.5,7.4,60.4,70,116.1,10.5,7.8,5,2,38.5,Medium
63,21.5,7,77.5,75,188.9,6.9,0.8,6.7,5,40.6,Medium
21,24.6,7.6,64.5,24,352.3,7.7,8.4,6.4,3,50.7,Medium
43,33.2,7.6,87.3,66,210.3,8.7,9.8,5.8,3,51.1,Medium
46,28.1,7.9,75.8,89,196.5,8.6,6.3,5.8,5,32.1,Low
62,21.4,10,60.7,3,102.4,9.4,11.7,12.5,0,36.8,Medium
51,30.8,7.1,69.8,99,297.6,8.4,0.9,9.3,3,41.7,Medium
40,18.4,5.9,73.8,78,255.4,7.3,3.2,7.7,4,48.7,Medium
54,33.5,4,69.3,95,103.2,8.3,4.8,3.5,1,51.3,Medium
28,28.4,5.2,71.9,92,300.4,10,4.5,5.9,5,56.4,Medium
23,32.1,8.9,68.4,73,163.2,13.8,9.9,7.3,5,43.8,Medium
35,18.4,8.1,84.3,84,82.8,7,1.2,7.5,5,30.9,Low
38,25.7,5,89.7,15,102.1,8.5,1,8.6,4,72.9,High
59,24.5,10,84.4,18,220.2,7.3,1.5,4.7,5,42.7,Medium
53,21,7.5,66.8,28,83.3,8.6,11.1,5.9,4,36.1,Medium
58,19.8,7.7,63.4,50,61.8,10,14.2,4.5,2,35.8,Medium
55,27,10,63.2,17,114.9,7.6,4.2,8.7,0,32.9,Low
51,27.4,9.6,86.6,57,126.8,3.9,3.5,7.4,5,31.7,Low
34,30.2,8.2,81.9,43,96.1,10.1,4.6,5,0,57.4,Medium
54,23,8.2,78.8,15,113.7,8.3,4.8,6.4,5,43.7,Medium
42,24.4,8.4,67.2,64,223.4,7.3,0.9,6.1,4,32.4,Low
55,19.5,6.6,49.7,1,170.5,6.9,5.8,4.2,1,46.8,Medium
29,31.2,7.4,57.8,55,108.7,8.6,3,7.9,0,38,Medium
40,25.3,7.9,70.7,78,115.8,6.6,3.6,6.2,0,36.3,Medium
59,27.9,6.8,66.2,27,139.5,6.8,0.2,4.9,4,44.6,Medium
39,28,5.6,65.1,64,144,5.5,7.2,4.2,0,48.9,Medium
38,30.8,6.6,76.4,4,144.4,6.6,9,7.7,2,59.2,Medium
44,21.7,5.5,78.5,21,220.4,9.3,4.8,6.5,4,69.8,High
48,27.8,7.1,64.4,99,165.8,5.2,6.9,4.6,0,33.5,Medium
23,24.9,4.3,56.9,12,168.1,10.3,3.7,5,0,74.6,High
44,33.4,7.5,67.4,64,264.1,5.6,4.8,6,0,47.4,Medium
57,21.7,4.6,57.9,15,300.1,8.3,2.5,6.1,4,63.4,Medium
51,29.7,6.4,78.3,85,51.5,9,7.8,6.4,1,45.1,Medium
29,26.4,7.8,70.7,63,23.7,9.6,3.2,2.5,3,35.3,Medium
62,26.2,8.2,89.4,31,122,9.6,5.7,6.2,5,52.9,Medium
24,25.2,8,77.4,79,212.7,7.8,4.9,3.6,0,45,Medium
27,30.4,7.5,90.8,50,180.1,7.7,6.1,8.8,3,54.3,Medium
62,26.1,5.3,56.5,78,234.3,9.2,7.7,8.1,3,44.8,Medium
34,18.9,8.5,40,57,118.6,8.6,3.6,8.3,0,19.7,Low
43,29.9,5.4,74.9,45,0,7.3,8.4,1.1,0,52.3,Medium
38,29.1,8.6,73.3,51,40.7,8.7,3.4,5.4,5,27.8,Low
45,27.3,7.9,69.9,62,195.2,7.7,15.7,5.8,3,32.6,Low
63,20.5,9,68.7,75,234.9,6.8,7,7.1,1,32.7,Low
19,21.1,7,56.8,59,0,7.2,0.9,7.8,3,24.1,Low
60,17.5,5.8,71.9,64,262.9,9,8.8,8.6,1,60.4,Medium
18,26.8,5.1,78.3,80,187.2,6.1,4,1.4,2,56.1,Medium
53,19.6,5.2,55.3,54,144.4,10.2,20.8,4.4,1,48.7,Medium
43,18.1,4.5,63,56,99.9,6.9,6.3,6.1,5,42.1,Medium
46,30.1,8.4,69.6,91,277.3,3.5,0.4,7.7,4,31.2,Low
38,28.1,8.6,64.8,70,221.8,9.1,2.5,7.6,0,41.2,Medium
28,23.7,7.8,57.7,72,189.3,2.6,3.6,6.9,2,29.1,Low
57,24.5,7,69.9,85,91.5,6,9.1,4.7,3,29.1,Low
28,15.4,10,67.8,25,279.1,12.8,6.5,5,1,60.5,Medium
53,28.7,6.9,65.7,11,152.4,10.1,2.3,4.7,2,60.5,Medium
56,22.2,7.3,57.7,70,173.9,10,5.3,4,4,34.8,Medium
57,26.3,6.9,74.8,45,155.8,5.8,4.3,4,1,51.9,Medium
52,15,6.5,57.3,46,88.8,7.6,0.7,3.8,5,30.7,Low
51,28.9,7.9,68.9,78,175.6,10.5,1.3,6.7,3,43.1,Medium
64,22,6,64.1,37,205.8,9.3,2.1,6.2,3,56.1,Medium
